"RT @KatiePhang: ➡️ “In a series of tweets on March 12, Caputo responded to a baseless conspiracy theory that the US brought the coronavirus…",negative,-0.698168
"RT @DoroMavo: So we're in agreement that he's the BEST President on this earth right?

#lockdownextension 
#maskchallenge 
#Ramaphosa 
#lev…",positive,0.69001
"RT @CheriJacobus: It's a safe bet that lifelong grifter and conman Michael Caputo was in for a ""cut"" of that $2 mil the Russian was trying…",negative,-0.732985
RT @glennkirschner2: So Russia got Trump elected the first time and now Jr. is siding with &amp; invoking the name of Bin Laden in a desperate…,negative,-0.87962
RT @JamesFourM: Apparently @OANN deleted four separate stories and/or videos featuring Michael Caputo from their website. All of the links…,negative,-0.902585
"RT @BlogDrive: If there's one Failure Which we have witnessed is a country is #Covid_19 tests. Even after days in Lockdown, we have not cro…",negative,-0.891047
"So the gradual lifting of SAs Lockdown follows the  Loadshedding model?? Levels=Stages...why look for a unique model when this one is tried and tested🤔🤔the end is not nigh..Best#StayHomeSA
#lockdownextension #cyrilramaphosa 
#PresidentialAddress 
#Levels",negative,-0.435029
RT @ThabangTweezus: Our beds after lockdown #lockdownextension https://t.co/SKyW2kc3cI,neutral,0
RT @tonyposnanski: Retweet if you think Donald Trump Jr. Is an enormous asshole.,negative,-0.985408
RT @tonyposnanski: Retweet if you think Donald Trump Jr. Is an enormous asshole.,negative,-0.985408
Kenya cannot move on and survive without China unfortunately a thin minded person will disagree #lockdownextension #bahati #ruthmatete,negative,-0.927624
RT @tonyposnanski: Retweet if you think Donald Trump Jr. Is an enormous asshole.,negative,-0.985408
"@POTUS said, he only chooses the BEST!
Obviously, a definition of BEST was needed.  What is #DonTheCon's  criteria?
This is TRUMP's BEST!!!
@VP @PressSec @WhiteHouse",positive,0.773093
RT @funder: Trump probably hired Caputo BECAUSE of his racist tweets.,negative,-0.897491
RT @ChuckeEChaves: Osama bin Laden is trending so time to bring back this gem https://t.co/961D8yvF2i,positive,0.569213
RT @RepSpeier: These disgusting tweets are disqualifying for any job in government let alone Assistant Secretary for Public Affairs at HHS.…,negative,-0.990178
"RT @rembuluwani_: Don't ever compare this man to Jacob Zuma. Ever.

#cyrilramaphosa #Covid19SA #lockdownextension #CyrilRamaBillion #level4…",negative,-0.84003
@BamaJaxx @Perfect_Twist @SpeakerPelosi #IceCreamNancy #Pelosi puts #China first #PelosiForChina #CCPLiedPeopleDied #DemocratsAreDestroyingAmerica #lockdownextension #TheGreatAwakening,negative,-0.652798
"RT @TheRickWilson: If bin Laden showed up on 9/12 with a sack of cash and an offer to build a golf course in Afghanistan, your mercenary da…",negative,-0.910523
"RT @chrislhayes: Real real disgusting stuff here. 

https://t.co/MumjcqhM5P",negative,-0.978932
"RT @TheRickWilson: If bin Laden showed up on 9/12 with a sack of cash and an offer to build a golf course in Afghanistan, your mercenary da…",negative,-0.910523
"RT @LaraibShahzadi1: Cutest picture on internet😍
#coronavirus #lockdownextension https://t.co/2VYcdZ1UWR",positive,0.917956
RT @funder: Trump probably hired Caputo BECAUSE of his racist tweets.,negative,-0.897491
"RT @ang_mburu: Tweet from 🐏P a b l o 巴勃罗🇿🇦 (@Punisher_ZAR) 🐏P a b l o 巴勃罗🇿🇦 (@Punisher_ZAR) Tweeted:
Hope You heard clearly. Stay at home o…",positive,0.706582
RT @Demander9: My bed every time it seems me approaching: #lockdownextension https://t.co/iChy3EZYmi,negative,-0.79899
RT @ChuckeEChaves: Osama bin Laden is trending so time to bring back this gem https://t.co/961D8yvF2i,positive,0.569213
RT @SarachiJoe: We all made it through regional lockdown. We've just qualified for the national lockdown #lockdownextension #vaccine #StayA…,positive,0.55726
RT @ChuckeEChaves: Osama bin Laden is trending so time to bring back this gem https://t.co/961D8yvF2i,positive,0.569213
RT @jsolomonReports: Osama bin Laden sought to assassinate Obama and leave a 'totally unprepared' Joe Biden in charge. Old declassified doc…,negative,-0.753816
RT @ChuckeEChaves: Osama bin Laden is trending so time to bring back this gem https://t.co/961D8yvF2i,positive,0.569213
RT @fufilledson: When I say the Nigeria police needs orientation on handling arms people don't take it serious.  Just happening now a femal…,negative,-0.718652
RT @ObochiAlexandra: Immediately after complaining about my lack of creativity. I was sipping from this bottle when a idea hit me. Well thi…,negative,-0.611667
RT @JJohnsonLaw: Anti-semitism is a big plus in the Trump administration hiring process. https://t.co/wQRrMKWtia,neutral,0
"RT @jaredlholt: While we're all talking about the new HHS spokesman Michael Caputo, it's worth re-upping the fact that One America News (a…",positive,0.599392
RT @ProfSchooner: It's frightening (and sad) enough that people who think (and act) like this walk among us. But the idea that they are not…,negative,-0.947007
RT @ChuckeEChaves: Osama bin Laden is trending so time to bring back this gem https://t.co/961D8yvF2i,positive,0.569213
"RT @DavidJHarrisJr: Even Osama bin Laden knew that making Sleepy Joe president would throw the U.S. into a crisis...
https://t.co/iPKS3OciQ2",negative,-0.90243
"RT @lilsamsquanch66: To save you the suspense: The reason ""Bin Laden"" is trending is because Osama Bin Laden has come back to life.",negative,-0.97937
"RT @KFILE: In other tweets, Caputo tweeted and retweeted a conspiracy about the Rothschilds and George Soros, said Democrats wanted million…",negative,-0.877631
RT @spitfiretyler1: Declassified Docs: Bin Laden Plotted To Push U.S. Into ‘Crisis’ By Making Biden President | Read WHY #BinLadenWantedBId…,negative,-0.985207
"RT @emptywheel: Since we're all talking about Michael Caputo again, a reminder that FBI investigated something called Project Rasputin he w…",negative,-0.509766
RT @UpliveUSA: Me during this lockdown. #thursdayvibes #lockdownextension https://t.co/9iJbpgtWqA,negative,-0.6566
"RT @chrislhayes: Real real disgusting stuff here. 

https://t.co/MumjcqhM5P",negative,-0.978932
RT @BrentNYT: Commend CNN for calling racism by its rightful name. https://t.co/LwKjJsgUj6,positive,0.69591
"RT @ChidiNwatu: @DonaldJTrumpJr Do you really want to talk about Osama Bin Laden?
https://t.co/JUHHywkgQx",negative,-0.893557
"What an ignorant MF.

HHS Spokesman Made Racist, Xenophobic Remarks in Now-Deleted Tweets https://t.co/SeSDbJzcCI via @thedailybeast",negative,-0.983377
why does putin hire these racist scumbags! @RT_com @RT_America @KremlinRussia_E @guardiannews @NigeriaNewsdesk,negative,-0.978124
"RT @chrislhayes: Real real disgusting stuff here. 

https://t.co/MumjcqhM5P",negative,-0.978932
